name,population,country,page,latitude,longitude
HUSIDO,1632,EK'GAKEL,343,45o45’N,5o40’W
HUTHIDO,786,TOKIS,312,40o0’N,4o0’W
HUTIDO,504,EK'KASEL,342,43o50’N,7o10’W
HUTURR,400,DRHOKKER,362,45o10’N,3o50’E
HUVIKAWIDU,613,KALAMAR,317,37o30’N,0o50’W
HUWDEN,750,COSDOL,290,48o0’N,14o5’W
HUWIDU,647,KALAMAR,322,32o30’N,0o10’E
ILDVEN,1446,ELDOR,299,42o20’N,15o10’W
IMKARATHEN,572,EK'GAKEL,342,45o20’N,7o40’W
INDEN,767,ELOS DESERT,315,35o40’N,8o40’W
INOLEN,23900,ELDOR,299,41o45’N,15o30’W
INVEN,952,ELOS DESERT,350,35o25’N,9o15’W
IPHOTHEN,428,EK'GAKEL,342,45o10’N,7o35’W
IRKK,714,DRHOKKER,362,44o45’N,3o20’E
ISHOHL-AHNOZH,2453,OZHVINMISH,400,31o55’N,13o35’W
ISHZHAHNI,2015,ZAZAHNI,401,28o35’N,11o35’W
ITVEN,1040,COSDOL,289,47o55’N,14o35’W
IZHAHNI,1854,MEZNAMISH,392,31o35’N,14o35’W
IZHGAHN,1099,MEZNAMISH,393,32o25’N,13o50’W
JAGHAGH,2626,TARISATO,326,31o0’N,3o20’E
JARGGUKK,307,TORAKK,352,49o30’N,3o55’E
JARORRA,581,DRHOKKER,358,46o40’N,5o55’E
JARR,456,DRHOKKER,363,45o30’N,7o20’E
JARR,428,SKARRNA,364,44o55’N,8o55’E
JARR-NORR,417,DRHOKKER,357,46o55’N,4o55’E
JEDRA,382,SHYNABYTH,356,46o50’N,1o0’E
JENYK,791,KHYDOBAN DESERT,373,39o50’N,9o25’E
JEREK,710,KHYDOBAN DESERT,374,40o10’N,11o10’E
JESDEN,316,PRIVBOLSIAN ISLANDS,307,36o5’N,21o40’W
JESHO,370,KHYDOBAN DESERT,376,34o20’N,9o45’E
JHAR,439,DRHOKKER,363,44o40’N,5o5’E
JHAV,627,THARGGY,366,42o10’N,2o0’E
JHEYD-NORR,1846,SKARRNA,370,42o40’N,8o35’E
JHIGGIYD,580,THARGGY,367,42o5’N,3o5’E
JHIRR,380,THARGGY,368,39o10’N,2o15’E
JHORR,405,DRHOKKER,358,46o25’N,6o35’E
JHORR,831,SKARRNA,370,43o0’N,9o30’E
JHUJY,540,TORAKK,357,47o0’N,2o25’E
JIKNER,2443,SKARRNA,364,43o45’N,9o5’E
JIRR,340,DRHOKKER,358,46o55’N,5o45’E
JITH,455,DRHOKKER,363,44o40’N,6o5’E
JOJYN,551,KHYDOBAN DESERT,373,39o10’N,10o30’E
JOKASI,340,PRIVBOLSIAN ISLANDS,307,36o20’N,22o50’W
JONOF,384,SHYNABYTH,344,45o40’N,1o5’W
JOREJ,671,THYBAJ,363,44o20’N,5o40’E
JUNSAHAGH,381,NORGA-KRANGREL,345,41o5’N,9o5’W
JYDEFE,383,PRIVBOLSIAN ISLANDS,306,36o50’N,24o25’W
JYRGGERR,1154,DRHOKKER,364,45o40’N,8o40’E
JYSHOK,579,KHYDOBAN DESERT,374,39o20’N,11o0’E
KA'ABIDU,801,PEKAL,346,41o10’N,6o50’W
KA'ABIDU,454,KALAMAR,322,32o35’N,0o30’E
KA'ABULIDU,502,KALAMAR,322,31o45’N,1o20’E
KA'ADIDO,978,O'PAR,348,43o10’N,0o40’E
KA'AFIDO,1025,PEKAL,347,42o15’N,5o15’E
KA'AGIBIDO,963,KALAMAR,317,34o20’N,1o35’W
KA'AGOMUWIDO,1557,KALAMAR,321,34o5’N,3o5’W
KA'AL,352,O'PAR,344,43o35’N,2o10’W
KA'AMIDU,816,PARU'BOR,343,45o10’N,6o55’W
KA'ANIDO,1089,KALAMAR,317,35o35’N,3o5’W
KA'APIDU,434,KALAMAR,317,36o15’N,1o5’W
KA'ARENIDU,504,KALAMAR,322,32o50’N,0o15’E
KA'ARIDU,798,DODERA,313,39o45’N,0o45’W
KA'ARIDU,437,KALAMAR,321,33o5’N,1o30’W
KA'ATHEGEDIDU,644,PEKAL,346,41o30’N,7o5’W
KA'ATIDO,1378,KALAMAR,313,37o40’N,1o40’W
KA'AWIDO,1381,KALAMAR,325,29o45’N,1o25’E
KABAKOSIKIDO,4400,TARISATO,329,28o0’N,2o25’E
KABIDO,1858,TOKIS,347,40o45’N,3o30’E
KABIDU,433,KALAMAR,321,32o15’N,0o45’W
KADAR,504,THYBAJ,362,44o15’N,5o0’E
KA'EDIDO,1233,PARU'BOR,344,45o30’N,1o50’W
KA'EDUTIVIDU,492,KALAMAR,321,33o10’N,0o50’W
KA'EFOPIDO,1385,KALAMAR,318,36o0’N,0o35’E
KA'EGELIDU,701,TARISATO,328,28o0’N,1o35’E
KA'EHIDU,732,KALAMAR,317,34o40’N,2o10’W
KA'EKAGIDU,730,TOKIS,348,40o55’N,2o35’E
KA'ELIDU,431,KALAMAR,316,34o45’N,4o5’W
KA'ENIDU,875,KALAMAR,318,35o10’N,0o45’E
KA'ETEREFIDO,1559,KALAMAR,321,32o35’N,1o50’W
KA'EV,365,KALAMAR,321,32o25’N,2o0’W
KA'EVIDU,542,PARU'BOR,347,43o15’N,3o50’E
KA'EWIDO,1063,KALAMAR,318,35o35’N,0o10’W
KA'EWOFATIDU,585,KALAMAR,317,34o55’N,2o20’W
KAFAF,628,KHYDOBAN DESERT,374,39o45’N,10o50’E
KAGIDU,657,TARISATO,325,29o20’N,1o40’E
KAHANTH,529,THYBAJ,363,44o5’N,5o20’E
KA'IBAGOGIDO,1321,DODERA,314,38o50’N,0o25’W
KA'IBIDU,627,BASIR,320,33o30’N,4o25’W
KA'IBOVIDU,700,KALAMAR,326,31o15’N,2o45’E
KA'IHIDU,706,PARU'BOR,347,42o30’N,4o0’E
KA'IKIDU,304,TOKIS,312,37o25’N,5o10’W
KA'ILIDO,1136,KALAMAR,316,36o15’N,3o45’W
KA'INIDU,448,KALAMAR,322,34o15’N,0o15’E
KA'INUWIDU,672,KALAMAR,318,36o0’N,0o20’W
KA'IWIDO,907,KALAMAR,321,33o0’N,2o0’W
KAKIDO,1229,TOKIS,347,41o0’N,3o40’E
KAKIRIDU,492,KALAMAR,322,33o20’N,0o55’E
KAKO-GYR,19900,SLEN,336,49o25’N,2o10’W
KALAL,410,LABROLDIAN ISLANDS,307,35o5’N,20o30’W
KALALETA,7200,KALALALI FOREST,343,44o10’N,5o55’W
KALETA,9800,DODERA,313,39o5’N,0o40’W
KALIDO,957,KALAMAR,320,31o35’N,4o25’W
KALOKAPETA,13300,EK'KASEL,346,42o5’N,7o30’W
KALUFIDO,1975,TOKIS,312,40o15’N,4o0’W
KAMAMIDU,584,KALAMAR,322,33o40’N,0o15’W
KAMUHIDO,1275,DODERA,348,40o30’N,1o30’E
KANAN,1087,THYBAJ,367,41o20’N,4o20’E
KANIDU,707,KALAMAR,316,36o0’N,3o20’W
KANIDU,477,KALAMAR,322,32o30’N,0o15’E
KA'OHIDO,1105,BASIR,320,33o45’N,4o50’W
KA'OHIN,397,KALAMAR,322,31o25’N,2o10’E
KA'OLIDU,475,PARU'BOR,344,44o35’N,2o45’W
KA'OM,375,KALAMAR,322,32o30’N,1o35’E
KA'OMUTHIDU,500,KALAMAR,322,33o25’N,0o45’E
KA'OPIDO,1067,O'PAR,344,43o45’N,0o50’W
KA'OTHIDU,712,KALAMAR,318,34o30’N,1o0’E
KA'OVADIDU,611,TOKIS,312,37o45’N,3o55’W
KA'OWAD,374,PEKAL,347,41o30’N,4o35’E
KAPIDO,2081,KALAMAR,318,36o10’N,1o50’E
KAPIDU,525,KALAMAR,317,37o15’N,2o45’W
KAPUNIDO,1991,DODERA,314,39o5’N,0o0’E
KARASTA,25000,KALAMAR,323,33o30’N,3o25’E
KARIDU,438,PEKAL,347,41o40’N,5o20’E
KAROW,379,KALAMAR,323,32o25’N,2o20’E
KASEBAPIDO,4300,KORAK,345,43o5’N,9o5’W
KASIDO,4900,O'PAR,348,41o45’N,2o30’E
KASIDO,1230,KALAMAR,323,32o0’N,3o10’E
KATARR,415,DRHOKKER,364,46o15’N,9o10’E
KATASH,614,THYBAJ,367,42o30’N,3o50’E
KATH,576,THARGGY,366,40o45’N,1o55’E
KATH,357,KALAMAR,322,32o25’N,1o45’E
KATHEKIDU,595,KALAMAR,322,32o25’N,0o25’E
KATHIDO,960,KALAMAR,317,35o45’N,2o30’W
KATHIDU,517,KALAMAR,322,31o45’N,0o0’E
KATIDU,543,KALAMAR,317,35o10’N,2o5’W
KATOR,403,KHYDOBAN DESERT,376,34o25’N,9o50’E
KA'UBIDO,1155,KALAMAR,325,31o0’N,1o0’E
KA'UBIL,307,KALAMAR,316,36o25’N,4o10’W
KA'UDIDO,1631,KALAMAR,322,32o45’N,0o0’W
KA'UGIDO,1777,KALAMAR,318,35o15’N,0o10’W
KA'UKIDIDU,719,BASIR,316,38o0’N,6o5’W
KA'ULIHIDO,984,KALAMAR,317,36o50’N,1o35’W
KA'UMIDO,1417,KALAMAR,322,33o0’N,0o45’E
KA'UPIDU,494,KALAMAR,322,32o35’N,0o0’E
KA'UPURIDO,2119,KALAMAR,322,32o15’N,0o45’E
KA'UTAVIDU,881,TARISATO,326,30o15’N,2o30’E
KA'UTHADIDU,418,TOKIS,313,39o15’N,1o40’W
KA'UVAVIDO,2002,PARU'BOR,343,44o40’N,4o35’W
KA'UWIDU,794,KALAMAR,322,31o20’N,0o25’W
KA'WIROLIDU,576,KALAMAR,322,32o25’N,0o5’W
KAZULLAGH,14403,UL-KARG,407,27o45’N,17o5’W
K'BATIDU,654,KALAMAR,325,30o45’N,1o10’E
KEATUAR,1518,FAUTEE PENINSULA,378,32o30’N,5o20’E
KEBIDU,705,KALAMAR,317,37o5’N,2o5’W
KEKA'IDO,1701,KALAMAR,318,36o30’N,2o0’E
KEMOV,389,KALAMAR,322,34o0’N,0o40’E
KEPIDU,551,DODERA,314,39o40’N,0o20’W
KERR,1439,THARGGY,367,42o20’N,2o25’E
KESAKIDO,1968,BASIR,320,32o50’N,4o55’W
KESIDU,417,KALAMAR,322,32o20’N,2o0’E
KESVAKH,410,NORGA-KRANGREL,345,40o55’N,9o0’W
KETATIDU,703,PEKAL,347,41o40’N,4o15’E
KETHIDU,522,KALAMAR,321,33o30’N,1o0’W
KETIDO,1596,EK'GAKEL,342,45o50’N,6o10’W
KETIDU,737,KALAMAR,318,37o15’N,0o0’W
KEWAMEN,343,PEKAL,347,40o55’N,5o10’E
KEZOGUA,638,FAUTEE PENINSULA,378,32o15’N,5o20’E
KHAK,453,TORAKK,357,47o50’N,3o30’E
KHAL,1398,SKARRNA,370,42o30’N,9o25’E
KHAN,502,THARGGY,314,39o35’N,1o40’E
KHAVV,760,DRHOKKER,365,45o50’N,10o40’E
KHEKK,622,THARGGY,361,44o15’N,1o40’E
KHEKK,1258,DRHOKKER,363,44o45’N,5o50’E
KHERRA,694,DRHOKKER,363,45o0’N,6o0’E
KHIRZAGH,1769,UL-KARG,406,27o55’N,19o35’W
KHOKHAZH,401,NORGA-KRANGREL,345,43o0’N,11o35’W
KHOVIGGAZH,474,UL-KARG,406,28o5’N,18o40’W
KHUKAGNO,441,none,381,29o20’N,6o35’E
KHUT,621,THARGGY,367,41o40’N,2o35’E
KIBIDO,1149,KALAMAR,325,31o0’N,0o20’E
KIDIDO,827,EK'KASEL,346,42o45’N,7o35’W
KIDZIHAGH,640,UL-KARG,405,28o20’N,20o10’W
KIFIDU,418,KALAMAR,321,33o25’N,1o5’W
KIGIDU,496,BASIR,316,34o25’N,5o20’W
KIKA'ESIDU,864,KALAMAR,319,34o20’N,3o5’E
KIKATH,452,SKARRNA,364,44o15’N,9o15’E
KILIDO,2134,KALAMAR,323,33o35’N,2o25’E
KINEVOG'KIDO,1291,KALAMAR,313,37o55’N,0o35’W
KINIDO,2262,O'PAR,348,42o50’N,2o10’E
KIRIDO,916,PEKAL,347,42o45’N,6o0’E
KIRKK,1604,SKARRNA,364,45o15’N,8o40’E
KIRRA-NORR,850,DRHOKKER,362,44o50’N,4o0’E
KITH,477,DRHOKKER,362,45o10’N,3o0’E
KITHIHIDU,846,KALAMAR,322,33o0’N,0o25’W
KITHZOLAKAZH,393,NORGA-KRANGREL,345,42o30’N,9o10’W
KIVIDO,1926,O'PAR,348,43o5’N,1o25’E
KIVOSIDU,568,BASIR,320,33o50’N,4o40’W
KOBURIDO,1231,KALAMAR,322,33o45’N,1o15’E
KODEGUDIDO,1467,O'PAR,348,43o0’N,1o50’E
KODEW,383,KALAMAR,317,37o0’N,1o50’W
KODIDEN,756,KORAK,341,44o25’N,10o5’W
KODIDO,1216,KALAMAR,324,31o15’N,0o35’W
KOHOMIDU,511,DODERA,313,37o50’N,1o40’W
KOJY,4100,THARGGY,366,42o40’N,1o30’E
KOJYK,1655,KHYDOBAN DESERT,370,40o40’N,10o0’E
KOKAJ,426,PRIVBOLSIAN ISLANDS,306,36o10’N,23o45’W
KOKEKIDU,497,KALAMAR,313,37o40’N,2o10’W
KOKIDU,788,KALAMAR,319,36o35’N,2o15’E
KOKRAGH,747,TARISATO,326,29o30’N,3o20’E
KOLIDO,5600,TARISATO,326,29o0’N,2o30’E
KOR,309,KALAMAR,322,33o25’N,1o15’E
KOREM,10400,KORAK,342,44o30’N,8o35’W
KORER,871,THYBAJ,367,42o35’N,4o0’E
KORETA,7800,PARU'BOR,343,43o30’N,3o40’W
KORIRIDU,594,P'BAPAR,337,46o25’N,9o15’W
KOROLIDEN,729,P'BAPAR,337,46o50’N,10o30’W
KOROVDEN,484,P'BAPAR,337,47o20’N,9o15’W
KOROVEN,552,P'BAPAR,337,47o25’N,9o55’W
KORYTH,903,THYBAJ,362,43o30’N,3o55’E
KORYTH,1046,THYBAJ,367,42o55’N,4o30’E
KOTAJ,593,KHYDOBAN DESERT,374,40o15’N,10o40’E
KOTHIDO,2019,KALAMAR,321,32o20’N,1o25’W
KOTOR,592,KHYDOBAN DESERT,374,39o35’N,10o50’E
KOVIDU,668,KALAMAR,318,35o25’N,0o45’E
KOVIDU,584,KALAMAR,318,36o10’N,0o10’W
KOWATHIDO,969,KALAMAR,321,32o20’N,2o30’W
KOWIDO,1258,PARU'BOR,344,44o55’N,2o10’W
KOZAGH,1775,TARISATO,329,28o20’N,4o30’E
KRENYDAN,560,EK'GAKEL,339,46o30’N,5o40’W
KRITHAGH,846,UL-KARG,406,27o30’N,19o50’W
KROTKKAGH,1390,TARISATO,326,28o35’N,4o40’E
KRUMFA-VAKH,367,NORGA-KRANGREL,345,41o55’N,10o45’W
K'SIDU,619,KALAMAR,317,34o40’N,1o35’W
KUDGENAZH,367,NORGA-KRANGREL,341,44o0’N,11o10’W
KUGIDU,579,KALAMAR,323,31o40’N,3o10’E
KUMKHUMAGH,1077,TARISATO,329,28o10’N,4o35’E
KUNIDO,1187,KALAMAR,323,33o20’N,2o40’E
KUNIDU,582,KALAMAR,325,30o40’N,1o30’E
KUPUSIDO,1140,O'PAR,348,41o20’N,1o50’E
KURIDU,821,TOKIS,312,38o45’N,4o15’W
KURIDU,489,KALAMAR,323,33o10’N,3o10’E
KUSATIDU,650,EK'KASEL,346,42o25’N,7o45’W
KUTHIDU,676,TOKIS,348,40o40’N,2o10’E
KUTHIDU,411,KALAMAR,322,33o0’N,1o15’E
KUTIDU,847,KALAMAR,322,31o35’N,2o5’E
KUVAGH,505,UL-KARG,399,29o5’N,16o20’W
KUVIDO,1718,KALAMAR,325,30o45’N,1o55’E
KUWIDU,769,PEKAL,274,40o25’N,5o0’E
KYBYK,1552,THYBAJ,367,42o35’N,4o25’E
KYDAF,500,KHYDOBAN DESERT,373,40o15’N,10o0’E
KYDAK,1443,THYBAJ,362,43o50’N,5o0’E
KYKYN,519,THYBAJ,362,43o40’N,4o50’E
KYNAN,466,KHYDOBAN DESERT,373,39o45’N,9o25’E
KYSHAF,400,SHYNABYTH,344,46o0’N,0o30’W
KYSHYF,393,THYBAJ,367,40o25’N,4o10’E
LABAT,391,PEKAL,347,40o50’N,4o45’E
LABIDU,846,PARU'BOR,343,45o5’N,3o35’W
LACDEN,474,PEL BROLENON,309,36o30’N,15o40’W
LACDEN,474,VRANDOL,397,28o40’N,21o55’W
LADIDU,408,KALAMAR,322,33o30’N,1o55’E
LAGATHIDU,555,KALAMAR,317,36o0’N,2o35’W
LAGIDU,443,BASIR,316,38o45’N,6o0’W
LAHIDO,1864,KALAMAR,322,31o35’N,0o40’E
LAKIDU,593,KALAMAR,316,36o30’N,3o55’W
LALIDU,438,KALAMAR,321,33o30’N,1o40’W
LAMIFIDU,476,KALAMAR,318,36o5’N,0o0’E
LAMIPAPIDU,882,TARISATO,325,28o25’N,1o20’E
LANIDO,1743,PEKAL,347,40o55’N,4o5’E
LATHLANIAN,12100,LENDELWOOD,294,43o45’N,14o45’W
LATIDO,1843,PEKAL,347,41o50’N,4o30’E
LATIDU,667,PARU'BOR,344,43o20’N,2o40’W
LATIDU,502,KALAMAR,318,36o0’N,0o45’E
LAUTAIR,625,REANAARIA BAY,372,39o5’N,5o50’E
LAVASIDU,550,BASIR,316,37o5’N,5o35’W
LAVDEN,396,DELNONDRIAN ISLANDS,298,42o30’N,18o50’W
LAWASUDIDO,1766,KALAMAR,317,35o45’N,3o5’W
LAWEDO,1125,ELOS DESERT,311,39o5’N,6o55’W
LAWUWIDU,578,KALAMAR,317,35o25’N,3o0’W
LDALDEN,764,ELDOR,299,40o20’N,16o20’W
LDAMVEN,1798,COSDOL,289,46o45’N,14o40’W
LDAPDEN,551,MENDARN,303,37o55’N,18o55’W
LDAVDEN,720,MENDARN,308,37o0’N,19o40’W
LDELDDEN,883,COSDOL,290,49o0’N,14o0’W
LDELMDEN,598,MENDARN,303,38o15’N,18o0’W
LDESDEN,592,COSDOL,290,47o45’N,14o10’W
LDINDDEN,900,ELDOR,294,45o5’N,17o5’W
LDISVEN,1806,COSDOL,289,47o25’N,16o25’W
LDIVRVEN,946,ELDOR,294,43o55’N,15o25’W
LDIYDEN,488,ELDOR,299,41o0’N,15o15’W
LDOVRDEN,645,PEL BROLENON,309,35o50’N,15o25’W
LDUBDEN,521,MENDARN,304,39o50’N,15o30’W
LDULVEN,1708,MENDARN,299,40o20’N,16o50’W
LDUNVDEN,419,DELNONDRIAN ISLANDS,297,42o10’N,21o15’W
LDUNVDEN,754,PEL BROLENON,308,36o10’N,19o10’W
LDUNVDEN,399,PEL BROLENON,309,37o10’N,15o15’W
LDURDEN,830,ELDOR,298,43o0’N,17o40’W
LDURDEN,638,MENDARN,303,39o0’N,17o55’W
LEBOLEGIDO,3518,PEKAL,347,41o50’N,5o20’E
LEDAMIBUPIDU,555,KALAMAR,318,36o15’N,0o10’E
LE'ETUTIDO,558,KORAK,341,45o40’N,9o30’W
LEFEGIDU,871,O'PAR,348,42o35’N,2o25’E
LEFIDO,1637,EK'KASEL,342,44o10’N,7o35’W
LEFIDU,740,DODERA,348,40o15’N,1o35’E
LEFIDU,619,KALAMAR,322,31o55’N,0o40’E
LEGAGIDO,1471,KALAMAR,321,33o10’N,2o25’W
LEHETHIDO,1321,KALAMAR,322,34o5’N,0o15’W
LEHIDO,1635,BASIR,320,34o10’N,4o30’W
LEKAMIDO,1051,TOKIS,348,40o40’N,3o15’E
LEKKZHAWAZH,494,UL-KARG,406,27o55’N,18o55’W
LELDEN,487,COSDOL,285,50o45’N,14o5’W
LENAVIDO,1849,KALAMAR,326,31o0’N,2o30’E
LENIDU,715,O'PAR,344,43o15’N,1o20’W
LEPATH'NEPIDO,1087,TARISATO,325,29o20’N,2o5’E
LEROBIDU,464,KALAMAR,317,36o45’N,3o10’W
LESEDARIDU,594,KALAMAR,321,34o20’N,1o20’W
LESIDU,854,KALAMAR,317,34o55’N,2o40’W
LETDEN,447,ELDOR,294,43o50’N,15o15’W
LETIDO,1888,KALAMAR,317,34o20’N,2o0’W
LEVDEN,480,MENDARN,303,37o55’N,18o20’W
LEWIDO,1171,KALAMAR,316,35o25’N,3o55’W
LICVEN,1281,ELDOR,299,42o25’N,15o35’W
LIDERETA,7700,KALAMAR,317,36o45’N,1o45’W
LIHIDU,550,KALAMAR,321,33o15’N,1o25’W
LIKIDU,649,KALAMAR,318,35o45’N,0o45’E
LILIDO,916,TARISATO,325,28o55’N,1o25’E
LIMVEN,1536,ELDOR,293,44o30’N,17o50’W
LIPIDO,1510,O'PAR,348,41o40’N,3o0’E
LIRDDEN,636,ELDOR,298,43o10’N,18o5’W
LIRIDU,621,KALAMAR,321,31o40’N,0o40’W
LISIDU,536,PARU'BOR,343,43o50’N,3o25’W
LITARAMIDU,535,KALAMAR,318,36o5’N,0o0’W
LITIDO,1208,O'PAR,348,40o55’N,1o50’E
LIVOWIDO,1497,TARISATO,325,28o30’N,1o25’E
L'KA'IDO,2047,DODERA,314,39o25’N,0o40’E
L'MINIDU,566,DODERA,314,38o45’N,0o45’E
LNAFVEN,977,ELDOR,298,43o0’N,18o5’W
LNALDEN,437,ELDOR,294,43o25’N,16o30’W
LNALDEN,577,ELDOR,298,42o35’N,17o20’W
LNANVVEN,1657,MENDARN,304,39o20’N,16o20’W
LNAYVEN,1877,ELDOR,293,44o40’N,17o20’W
LNECDEN,779,ELDOR,299,42o40’N,16o40’W
LNECDEN,577,PEL BROLENON,308,36o10’N,18o10’W
LNECVEN,1953,MENDARN,303,39o15’N,17o40’W
LNELDEN,517,ELDOR,293,43o50’N,18o15’W
LNENDEN,343,BRONISH,397,30o45’N,20o20’W
LNERLDEN,426,ELDOR,293,43o20’N,17o55’W
LNERVEN,944,PEL BROLENON,308,36o15’N,18o30’W
LNESVEN,1657,ELDOR,293,45o20’N,17o25’W
LNEZDEN,586,ELDOR,293,44o15’N,18o0’W
LNIDEN,889,ELDOR,294,43o20’N,15o40’W
LNIDEN,767,MENDARN,304,40o0’N,14o50’W
LNINDEN,525,MENDARN,308,37o10’N,19o25’W
LNONVEN,1068,COSDOL,289,47o20’N,14o45’W
LNOVLDEN,434,MENDARN,304,40o5’N,15o45’W
LNOZVEN,1697,MENDARN,308,36o45’N,19o25’W
LNULDVEN,1656,ELDOR,293,45o50’N,17o50’W
LOEMAGUI,567,COUNAI HEIGHTS,319,37o5’N,4o50’E
LOGDEN,456,MENDARN,302,37o20’N,20o20’W
LOIRIIR,599,FAUTEE FOREST,378,33o20’N,5o50’E
LOMITHANIDO,2018,KALAMAR,321,32o45’N,0o55’W
LOMITH'NIDU,704,KALAMAR,321,34o10’N,0o50’W
LOONA,2200,COUNAI HEIGHTS,319,36o45’N,4o50’E
LOREDIDU,486,EK'KASEL,342,44o40’N,6o50’W
LORIDU,619,KALAMAR,317,37o0’N,1o40’W
LORNDEN,525,MENDARN,303,39o35’N,17o35’W
LOSALIDU,495,TARISATO,326,28o30’N,3o10’E
LOTVEN,971,MENDARN,303,38o10’N,17o55’W
LOVORIDU,442,EK'GAKEL,338,47o0’N,8o0’W
LUBATHURIDU,876,PEKAL,347,42o50’N,4o45’E
LUBIDO,1781,EK'KASEL,342,43o45’N,6o55’W
LUDARIDO,1617,PEKAL,347,41o5’N,4o25’E
LUDDEN,798,MENDARN,304,40o5’N,17o5’W
LUDIDO,1145,TARISATO,326,28o35’N,3o5’E
LUFDEN,460,MENDARN,304,39o25’N,16o35’W
LUGERIDU,484,EK'KASEL,342,44o20’N,7o5’W
LUHIDU,621,KALAMAR,322,33o10’N,0o5’W
LUHIDU,470,KALAMAR,322,33o10’N,1o5’E
LUKA'ESIDU,486,KALAMAR,317,36o25’N,2o50’W
LUKA'IDO,1792,KALAMAR,322,32o30’N,0o55’E
LUKA'IDO,1230,KALAMAR,323,31o35’N,3o20’E
LUKHAG,487,TARISATO,326,28o35’N,4o5’E
LUKIDO,2191,KALAMAR,322,31o30’N,0o10’E
LUKIDU,834,KALAMAR,322,31o35’N,0o15’E
LUKIDU,576,KALAMAR,326,31o10’N,2o30’E
LULNDEN,584,ELDOR,293,44o20’N,17o30’W
LUMEHIDU,538,KALAMAR,322,32o10’N,1o20’E
LUNAFIDU,653,KALAMAR,321,33o25’N,0o50’W
LUNAFIDU,531,KALAMAR,321,32o35’N,1o35’W
LUPIDO,1416,TOKIS,312,37o55’N,4o0’W
LUPIDO,1672,KALAMAR,321,34o10’N,1o30’W
LURIDO,1578,TOKIS,313,37o55’N,2o15’W
LUTAGEKIDU,432,KALAMAR,321,34o15’N,1o10’W
LUTHIDU,682,O'PAR,344,43o45’N,1o10’W
LUTHIDU,402,KALAMAR,322,32o40’N,0o25’E
LUVAKA'UGIDU,525,KALAMAR,321,33o0’N,1o15’W
LUVIDO,1167,DODERA,314,39o25’N,0o15’E
LUWUWIDU,762,PARU'BOR,347,43o10’N,3o40’E
L'VUDUKIDO,1563,KALAMAR,320,34o0’N,4o10’W
MAAVUM,572,NANAKARY FOREST,373,38o25’N,9o0’E
MADIDU,609,KALAMAR,322,31o30’N,0o50’E
MAFEFOMIDO,1053,KALAMAR,325,31o10’N,0o15’W
MAGIDU,719,KALAMAR,316,36o20’N,3o40’W
MAHASIDO,1532,EK'KASEL,346,42o30’N,7o35’W
MAHIDU,673,KALAMAR,322,33o25’N,2o10’E
MAHMISH,322,OZHVINMISH,394,32o15’N,10o35’W
MAHZTAHN,438,OZHVINMISH,395,31o50’N,8o20’W
MAHZZHAHN,871,ZAZAHNI,401,28o25’N,10o5’W
MAIWAIR,959,FAUTEE PENINSULA,381,30o55’N,6o45’E
MAK,370,KALAMAR,316,35o15’N,4o5’W
MAKA'UGUF,383,KALAMAR,321,33o50’N,2o0’W
MAKIDO,1718,KALAMAR,317,37o0’N,1o20’W
MAMEPEF,385,KALAMAR,322,33o0’N,0o20’W
MAMIDU,773,KALAMAR,322,33o45’N,0o15’E
MAMZAHN,1897,OZHVINMISH,401,30o25’N,9o50’W
MANIDU,642,KALAMAR,322,33o25’N,2o10’E
MANISIDU,456,KALAMAR,325,30o45’N,0o25’E
MANUTH,347,KALAMAR,321,33o30’N,0o35’W
MAPABIDU,468,KALAMAR,318,36o15’N,0o45’E
MAPIDU,761,PEKAL,346,40o35’N,6o10’W
MARIDU,461,TARISATO,328,28o10’N,1o45’E
MARMISH,1233,OZHVINMISH,394,32o30’N,10o50’W
MARMISH,748,ZAZAHNI,409,28o0’N,10o45’W
MARONIA,418,PRIVBOLSIAN ISLANDS,306,37o5’N,24o20’W
MARZAHNI,2043,MEZNAMISH,392,31o40’N,15o35’W
MASA-AHNOZH,1282,AHZNOMAHN,402,29o20’N,7o50’W
MASHOHL-AHNOZH,439,OZHVINMISH,402,30o50’N,8o40’W
MASSAHN,2414,ZAZAHNI,400,30o15’N,13o5’W
MATHUBIDU,594,KALAMAR,322,31o50’N,0o10’E
MAUZEGIIR,349,FAUTEE FOREST,378,33o5’N,6o0’E
MAVIDO,1473,TOKIS,313,38o30’N,2o10’W
MAVIDU,704,KALAMAR,318,35o35’N,0o30’E
MAYL,543,TORAKK,359,46o50’N,8o20’E
MAZMISH,332,OZHVINMISH,401,30o20’N,9o30’W
MECDEN,309,DELNONDRIAN ISLANDS,298,42o15’N,19o20’W
MEDIDIDO,938,BASIR,316,34o35’N,4o25’W
MEDIDU,498,KALAMAR,322,31o25’N,0o10’E
MEEVUA,430,ASIOTUXOO ISLANDS,319,34o35’N,4o55’E
MEGASOTHIDU,612,PARU'BOR,344,43o50’N,2o50’W
MEGULAM'T,307,PEKAL,347,41o15’N,5o0’E
MEHIDO,2303,KALAMAR,318,35o55’N,0o40’E
MEHIDU,479,KALAMAR,322,32o55’N,1o0’E
MEHMISH,1155,ZAZAHNI,409,27o55’N,11o30’W
MEHZVAHN,2099,AHZNOMAHN,402,29o5’N,7o25’W
MEJY,394,DRHOKKER,362,44o45’N,3o40’E
MELDVEN,1318,ELDOR,299,42o25’N,16o25’W
